text	emotion	language
Well , all I can say at this time , that the most important thing is unity ... and the public's faith in the institution of democracy .	8	English
Gentlemen , we'll get to the business of the evening .	2	English
Don't you find that kind of disturbing ?	3, 4	English
I know what these jerks are like .	8, 1, 3	English
If you don't let go , I'll ...	3	English
I hate this place .	1, 3, 4	English
All engines ahead full .	2	English
Honey , we don't like nothing soft .	1	English
Isn't it wonderful ?	5	English
What I say is , why go on living with them if they can't stand them ?	7	English
These are death row inmates !	4	English
I'd rather negotiate with you any day .	8	English
No , those were rumours .	6, 7	English
Well , anyways , I got ta be going .	2	English
Well , he was old enough to be your father .	3	English
Oh , God , no . Oh , no .	4, 6	English
Well , this is more like it .	5	English
I like tacos and I like beer .	5	English
Congratulations , Mr. President .	2, 5	English
The best !	8	English
The firm's having withdrawal pains at the bank , if it's any of your bloody business .	1	English
They all coldcocked me .	1, 6	English
It wasn't something that we could see , it wasn't in the paper .	7	English
What are you doing ? !	7	English
Trubel killed [PERSON] ?	7	English
That's nice . Thank you .	8, 5	English
I never see anything happen .	6	English
I'm sure that in all [LOCATION] there's no empathicalist as charming as you .	5	English
Two whole days !	7	English
Where is everybody ?	7	English
[PERSON]'s depending on you , [PERSON] .	8	English
It's gonna be a treacherous hike .	2, 4	English
By most standards , flying all the way to [LOCATION] to look for a new face would seem like going to a lot of trouble .	1, 7	English
Are you guys nuts ?	1	English
Well , boy , let's see if we can do something to refresh that rusty , old memory of yours .	2, 4	English
You run along with Mammy .	2	English
You found it on a bench , a dog's been at it ...	3	English
And in my first days , I will reach across party lines and devote my administration , your government , to securing them .	2	English
Can't I have everything ?	7	English
I shall wish a book jacket that is only letters .	8, 2	English
He's nervous , you know ?	8	English
When are you gonna fight a real fighter ?	1	English
We are happy to be here .	5	English
I am through being a go - between for you and your dream girl .	1	English
That's right , sister .	8	English
I require an answer .	1	English
If they don't they may learn to appreciate it , but it will never become part of their soul .	3	English
Something's happened to the dog .	7	English
Shut up ! - I want out of here .	1	English
l 'm feeling much more relaxed now . - Good .	2, 5	English
Let's shove off !	1, 2, 3, 4, 5	English
And not for Mr [PERSON] , love him as I may .	3	English
The same all grind week after week . And so much stress .	6	English
I promised your father I'd take care of you .	6	English
[PERSON] , she tore the fuckin' place apart .	3	English
One step closer , and I'll snap her pretty neck .	1	English
New places , new people and new sites of interest .	2, 5	English
Give it a try .	2	English
That's kinda sick , huh ?	1, 3	English
itself but simply a tool , as language is to thought .	5	English
But you needn't go on account of this idiot .	3	English
Here's what you're going to do . You're going to go back to [LOCATION] .	8	English
That butcher , [PERSON] , he'll take head ... and butcher them himself .	4	English
A lot of the gauges over the engineer's ... panel are broken .	4	English
You know , [PERSON] is not gonna last five minutes out there .	4	English
We have to leave ! Either on a plane to [LOCATION] , or feet first !	2, 4	English
My father tried to help her .	6	English
Where are the new boys ?	7	English
Oh , you just left her ?	6, 7	English
You may believe what you like .	1	English
Junior , he loves cats .	5	English
Hello !	2, 5	English
Well , I don't know . [PERSON] told me to bring it out this weekend so he can have a first look at it .	3	English
Come back , here !	1	English
Get outta here , you goddamn parasite .	3	English
Okay , so all we need to do is get that message out , and ...	8, 2	English
We'll make it if we're careful .	8, 2	English
Wouldn't wan na mix your pleasures .	3	English
How did you know I was here ?	7	English
So , fuck it . I figure I've got to straighten him out a little bit .	1	English
This is cool .	5	English
Hey dad !	2, 7	English
You were told about the vortex ?	7	English
Mr. [PERSON]'s changed with the times .	7	English
Come on , man . I feel fucked up already .	1, 3, 6	English
I'm telling you , I thought I was the best .	6	English
It's your gun , sir ?	4	English
Come , let's go get that automobile .	2	English
Feeling better , I see .	5, 7	English
I don't think even that would do it .	6	English
I can see panicked citizens taking to the streets if this gets out .	4	English
I knew it !	5	English
Really scary .	4	English
Let it go down .	6	English
He's terrific . He's on it .	8	English
Thank you , Mr. [PERSON] .	5	English
That's right ! If anyone can get us out of this scrape , it's old [PERSON] !	2	English
I got a great personality , you ask anybody .	5	English
He doesn't have your heart .	8	English
The front controls seem to be all right .	8	English
Yeah . They're bleeding .	4	English
Wasn't it hard to ... To live with yourself After completely wimping out	6	English
So , I'm gonna call her back , and you are going to apologize .	1	English
Come out , come out wherever you are ...	4	English
Come and meet the others .	2	English
Do you drink this stuff ? No .	2	English
Do something .	4	English
I wanted good things for you .	8, 6	English
This can't go on , it's ridiculous .	1	English
If it was in all states , not good .	4	English
It is completely well now , mother .	5	English
We must get everyone in [LOCATION] to help us .	2, 4	English
You don't like jazz , pal ?	7	English
This is the bridal suite ?	7	English
Watch out , you idiot !	1, 7	English
I've got a piece to speak and blow hot or cold , I'm gonna speak it !	1	English
He acted strange .	7	English
She nearly tried to kill me !	1, 3	English
So me and my partner bolt up the stairs , somebody is screaming bloody murder ...	4	English
You mean they're throwing punches ?	7	English
I hope you like clowns .	1, 7	English
You don't even have a yellow thing and your green thing is brown .	3	English
That might not be the worst of it .	4	English
Well , we'll find out . When she's about to be convicted and I offer her a deal .	2	English
And I don't want to go to Hotel Terminus .	6	English
You're still an idiot .	3	English
You wouldn't want me to go in with a blunt scalpel .	5	English
You're pretty enough to do other things .	5	English
I know you are , but this just got times harder for me to get out of .	4, 6	English
But you wouldn't know anything about that .	8	English
Oh , what are you doing here ?	7	English
No way [PERSON] is going to talk me into cutting celery again .	1	English
Your famous [PERSON] is safe .	2, 5	English
Why did you lie to me ?	3	English
I just got this crew broke in , so don't go screwing 'em up with your old - fashioned ways .	3	English
Why the hell did you think that was an appropriate thing to do ?	1	English
Wait till my mates get you .	4	English
Wow .	8	English
Would you like to come with me and look for her ?	8	English
Oh yeah . I had been knocked out in the pub after a shotgun to the head .	1, 7	English
If that's true ... this should be very exciting .	2	English
After all , it has already improved .	8, 2, 5	English
Anything unusual ?	2	English
Removed ?	4	English
I've just been bitten by a snake .	4	English
If he speaks on your behalf justice will triumph	8, 2	English
I mean , it was rather unprofessional on her part .	1, 3	English
What more do you want ?	1	English
But right now , I can't think of one .	7	English
Forgive me .	6	English
When we return , we're getting married .	2	English
Why don't you sit down and try not to waste my time ?	1	English
They're all friends of mine .	5	English
Break every mirror in the palace .	1	English
You think I killed her .	6	English
Barley's got three chances to make contact .	8	English
Now , we better start all over .	2	English
They make me .	4	English
Please let me stay .	6	English
Poor country ! You sold the [LOCATION] in a senseless war .	6	English
Dig that hat , daddy - o.	8	English
OK , but it's the last time I set foot in this house .	8, 1	English
You've come to the right place , buddy boy .	8, 2, 5, 7	English
Oh my God ! This is like romantical .	7	English
I admit I was nervous .	4	English
I'll give you a cigar . All right .	5	English
It's a matter of life and death !	1, 4	English
Is that what this is ?	7	English
I have lots of things to attend to today , [PERSON] .	2	English
I have defeated you ?	1, 2, 7	English
But they were lights , they were flying around .	7	English
[PERSON] , why don't you just ... Lighten up .	1, 2	English
Hey , what the hell are you going to Frenchy movies for , anyway ?	1, 3, 7	English
I don't need you falling apart on me .	6	English
You're liars .	3	English
I know the answer .	2	English
I warn you , colonel if I am to die , others will die before me .	1	English
I love champagne .	5	English
It's not deep , but it's there .	5	English
Ring it , mate .	2, 5	English
This kid , bulldozing his way into our lives .	3	English
You've put us all in danger for your love of this woman .	1	English
And now we need a law enforcement unit able to meet the enemy on his own ground and carrying enough firepower to get the job done .	4	English
We need the last word , last blow , last move .	2	English
Hop on , no time to lose .	8, 5	English
What are you calling me [PERSON] for ?	1	English
Mr [PERSON] , it's contempt of court to refuse to answer questions .	1, 3	English
Champagne !	5	English
How much longer do you think your country will last ?	4	English
Madame , if you don't think about food , what do you think about ?	7	English
Too little , too late .	6	English
You know too much .	6, 7	English
You know the routine .	8	English
Behind us ! - Oh , shit !	4	English
Beautiful . - Uh-huh . Yeah .	8	English
You need a somebody .	8	English
You wait till you see what I do to him !	1	English
We lost them ! I think we lost them ! - Thank God !	7	English
Then , you still believed you could make a difference .	6	English
How's it taste ?	2, 7	English
Sure , [PERSON] .	8, 5	English
X-Ray , this is Bad Karma .	4	English
Wow . - I missed that one .	3, 7	English
And it's a miracle old [PERSON]'s alive today .	5, 7	English
You don't have to hide your bruises , [PERSON] .	8	English
Every time I think about it , I get sad and depressed , and I'm having flashbacks .	6	English
Nail it .	8	English
Listen , I really can't talk about this over the phone .	4	English
You'd rather be found dead with two small children in [LOCATION] ?	4	English
To cover it up .	7	English
The key is , he's an animal .	8	English
He should have been here by now .	4	English
For a celebrated bounder , that is an awful admission .	3	English
I will make war on the world over , without mercy !	1	English
We'd have got married , had a house and children .	6	English
Where's the money ?	1	English
I was too nervous .	4	English
I've never felt more alive in my whole life .	5	English
Hey , since when have you ever ?	1	English
That soda shop was something .	5	English
We can still make it .	8, 2, 7	English
She's my child too .	1	English
My blood group is very unusual . Look !	2	English
I can't get it out of my head that [PERSON] was responsible for the camping thing .	1, 6, 7	English
Ain't gonna get tied down with no girl .	1, 2	English
Authorities once again warn residents to use extreme caution ...	2, 4	English
They took [PERSON]'s body ? He can't even bury her ?	7	English
That would only make him less unhappy .	5	English
Yes .	8, 2, 5	English
It's not [LOCATION] .	1	English
You're going to do all right without me .	8	English
Yeah , my veneer popped off , yeah sucks .	6	English
No , you don't !	4	English
I'll be in the hotel lobby : sharp .	2, 5	English
I got something for you now .	8	English
Now that's ... not a great deal of effort for more money than you ever dreamed of . And no risk ... no risk to you at all .	1, 2, 3	English
Out ! Get out !	1, 3, 4	English
I'll see you tonight .	8, 2	English
But people just respected him , respected his , uh ...	4	English
♪ ' Bout the flapping ' fish and the girls I've loved ♪	5	English
But the way this one exploded required some type of detonator .	4	English
That the best you can do ?	1, 3	English
[PERSON] sucks pussy !	3	English
Give me some information . Something . Anything !	1, 3	English
